x,y,name
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
-3479107.80735,3000800.18571,
12042.1338027,-1041.6284432,
8571.85240359,-3699.92116218,'Mostra d'Art *Plaça de Sarrià'
11721.7234293,-888.906275735,'Mostra de Pintors Afeccionats *Pl Sagrada Família'
8571.85240359,-3699.92116218,'Fira de Brocanters *Plaça de Sarrià'
11444.9655508,-2956.4808098,'Mostra d'Art *Park Guell'
-68791.2184918,38058.6424563,'HEINEKEN ESPAÑA S.A.'
10965.0464121,1050.78370915,'Forn El Yayo Joaquín'
-68791.2184918,38058.6424563,'COALIMENT'
-68791.2184918,38058.6424563,'GONZALES BYASS S.A.'
12356.1966963,1452.9528867,'Centre Comercial El Centre de la Vila'
-68791.2184918,38058.6424563,'EURINOX SA'
-68791.2184918,38058.6424563,'HIMEL SA HISPANO MECANICO ELECTRI'
-68791.2184918,38058.6424563,'IFM Electrònic'
-68791.2184918,38058.6424563,'IBERICA S.A. COMERCIALITZACIO PINTURES'
-68791.2184918,38058.6424563,'Botiga Ikea *Badalona'
-68791.2184918,38058.6424563,'MAQUINOTEL ASDOR SL RIPOLLET'
-68791.2184918,38058.6424563,'ROMAG SA RIPOLLET'
-68791.2184918,38058.6424563,'LOGIC CONTROL'
-68791.2184918,38058.6424563,"'BEL INFORMATICA, S.L.'"
-68791.2184918,38058.6424563,"'GLENOIT INDUSTRIES, S.L.'"
-68791.2184918,38058.6424563,'PRODUCTES PARES SA'
-68791.2184918,38058.6424563,'WAGNER SPRATECH IBERICA SA'
-68791.2184918,38058.6424563,'TRANSPORTS GACELA MASAGUE SL'
-68791.2184918,38058.6424563,'BARCELONA MODA CENTRE'
-68791.2184918,38058.6424563,'Ici Autocolor España'
-68791.2184918,38058.6424563,"'GRUPO INFORMATICO CATALANO ARAGONES, S.A'"
-68791.2184918,38058.6424563,'OLITECNIC'
-68791.2184918,38058.6424563,'PERSIST'
-68791.2184918,38058.6424563,'Botiga Toys'r'us *Sant Boi de Llobregat'
8515.79673547,-2147.86805848,'Botiga FNAC *Illa Diagonal'
-68791.2184918,38058.6424563,"'CORTINER, SA'"
14094.0985549,134.612552973,"'El Corte Inglés, S.A.'"
-68791.2184918,38058.6424563,'NATURANA IBERICA SA'
-68791.2184918,38058.6424563,"'Eurocar 93, s.a'"
14187.7058538,-4624.8918297,'Petit Mercat de Canyelles'
-68791.2184918,38058.6424563,'Rai Pinturas'
-68791.2184918,38058.6424563,"'Pinturas i Suministros Montcada, s.l.'"
-68791.2184918,38058.6424563,'Comercial Recio'
-68791.2184918,38058.6424563,"'Segafredo Zanetti España, s.a.'"
-68791.2184918,38058.6424563,"'Sandeman Coprimar, s.a.'"
-68791.2184918,38058.6424563,"'Sudecol, s.l.'"
-68791.2184918,38058.6424563,"'Herbal Hispania, s.l.'"
-68791.2184918,38058.6424563,"'Italvi Distribuciones, s.a.'"
-68791.2184918,38058.6424563,"'Cuñado, s.a.'"
-68791.2184918,38058.6424563,"'ALU-DISSENY, SL'"
-68791.2184918,38058.6424563,'Dafonte'
-68791.2184918,38058.6424563,'Pintura Decorativa Grau'
8571.85240359,-3699.92116218,'Fira de Llibre Vell *Plaça de Sarrià'
-68791.2184918,38058.6424563,'PLANTS IBERICA S.A. ICELANDIC FREEZING'
-68791.2184918,38058.6424563,"'IBANIX, S.L.'"
-68791.2184918,38058.6424563,'AGROTOM'
-68791.2184918,38058.6424563,'MATERIAL ELECTRIC I FONTANERIA'
9911.57383175,1585.11958451,'Fira Brocanters *Moll de les Drassanes'
-68791.2184918,38058.6424563,'LA CASERA'
-68791.2184918,38058.6424563,'Reixago Gelats'
-68791.2184918,38058.6424563,"'Gros Mercat - Miquel Alimentació Grup, s.a.'"
-68791.2184918,38058.6424563,"'Comercial Carrion Articulos de Regalo, s.l.'"
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
8005.47040956,-970.922957049,'Mercat del Vell *Estació de Sants'
8005.47040956,-970.922957049,'ArteSants - Mercat d'Artesania *Est Sants'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
-68791.2184918,38058.6424563,'Centre Comercial Sant Boi de Llobregat - Alcampo'
13205.0224694,-3782.54747612,'Fira d'Artesania Popular Catalana *Plaça Eivissa'
13361.3187361,843.629273389,'Fira d'Artesans Rambla Poblenou'
13131.0985596,-452.300355035,'Fira d'Artesans del Clot *Pl Font i Sagué'
15349.6387781,-2553.43867897,'Fira d'Artesania Rosa de Maig'
-68791.2184918,38058.6424563,'PERNILLS EMBOTITS FORMATGES'
-68791.2184918,38058.6424563,'VENDA DE LLUNS'
-68791.2184918,38058.6424563,'PINTURA RODRIGUEZ SL'
9188.00388672,44.0392873759,'Carli Gry España'
10103.0123222,-814.024301654,'Olivetti Computer World Wide PC'
14421.4362725,-3945.2751661,'Fira d'Artesans Nou Barris'
8113.79852034,-2464.88031718,'Antena 3 de Televisió'
-68791.2184918,38058.6424563,'COMPAQ COMPUTER S.A.'
-68791.2184918,38058.6424563,'PINTURES ALBA'
-68791.2184918,38058.6424563,'QUIMIELECTRIC'
-68791.2184918,38058.6424563,'CIA DE TRANSPORTES SAN GABRIEL SL'
15587.1225402,220.783602845,'Petit Mercat del Besòs'
-68791.2184918,38058.6424563,'RUFINO OLIVER'
14492.8202272,-888.464143127,'Petit Mercat de Provençals'
-68791.2184918,38058.6424563,'Centre Comercial La Roca Village Outlet'
9768.63139459,600.187136273,'Mercat Alternatiu per a Joves *Riera Baixa'
-68791.2184918,38058.6424563,'Carrefour Express'
-68791.2184918,38058.6424563,"'NINOAFIC, SL'"
10223.5109147,166.811884555,'Centre Comercial El Triangle'
10279.1185917,173.032833246,'Botiga FNAC *El Triangle'
13024.7044913,-713.415558984,'Fira d'Artesans Plaça de l'Oca'
10971.3982829,353.114986365,'Renault Designe Barcelona'
-68791.2184918,38058.6424563,'Deltasec  s.l.'
-68791.2184918,38058.6424563,"'COMERCIAL MCS,SA'"
-68791.2184918,38058.6424563,'El Corte Inglés *Cornellà Llobregat'
-68791.2184918,38058.6424563,"'PUNTOCASH, S.A.'"
-68791.2184918,38058.6424563,'Nikon Finicon'
-68791.2184918,38058.6424563,"'Weber & Broutin Cemarksa, s.a.'"
-68791.2184918,38058.6424563,"'El Ladrillo Rojo, s.l. *Botiga'"
-68791.2184918,38058.6424563,"'Ibermatic Unio, s.l.'"
-68791.2184918,38058.6424563,"'Power Electronics España, s.l.'"
-68791.2184918,38058.6424563,"'Radiadores Nadal, s.l.'"
-68791.2184918,38058.6424563,"'Inoxpres, s.a.'"
-68791.2184918,38058.6424563,"'Alufil, s.l.'"
-68791.2184918,38058.6424563,"'Alufrac, s.a.'"
-68791.2184918,38058.6424563,"'Ceballos, s.a.'"
-68791.2184918,38058.6424563,"'Aluminios Fima, s.a.'"
10380.677983,478.755923515,'Botiga Decathlon *Plaça Vila de Madrid'
-68791.2184918,38058.6424563,"'Industrias Beter, s.a.'"
-68791.2184918,38058.6424563,'Comercial de Aluminio Seijas Gonzalez'
-68791.2184918,38058.6424563,"'Carbinox, s.l.'"
-68791.2184918,38058.6424563,"'Manufacturas Metalurgicas, s.l.'"
-68791.2184918,38058.6424563,"'Chemicals Karry International, s.l.'"
-68791.2184918,38058.6424563,'Suministro Detergentes en Colectividad'
-68791.2184918,38058.6424563,'Decocenter'
-68791.2184918,38058.6424563,"'Pinturas Jaque, s.l.'"
-68791.2184918,38058.6424563,"'Barnices Valentine, s.a.'"
-68791.2184918,38058.6424563,"'Ede Tequima, s.l.'"
-68791.2184918,38058.6424563,"'Mataro Quimica, s.l.'"
-68791.2184918,38058.6424563,'Metal Test'
-68791.2184918,38058.6424563,"'Panreac Quimica, s.a.'"
-68791.2184918,38058.6424563,"'Rean, s.a.'"
-68791.2184918,38058.6424563,"'Quinorgan, s.l.'"
-68791.2184918,38058.6424563,"'Tintas Gyr, s.a.'"
-68791.2184918,38058.6424563,"'Exclusivas Luxor, s.l.'"
-68791.2184918,38058.6424563,'NETEGES MON-NET 2000 SCP'
-68791.2184918,38058.6424563,"'Kaeser Compresores, s.l.'"
-68791.2184918,38058.6424563,"'Construcciones y Transformaciones Electromecanicas, s.c.c.l.'"
-68791.2184918,38058.6424563,"'Hasvan, s.a.'"
-68791.2184918,38058.6424563,"'Adagio, s.a.'"
-68791.2184918,38058.6424563,"'Back Line Import, s.a.'"
-68791.2184918,38058.6424563,"'Auxiliar Manufacturas Tecnicas, s.a. *Diagonal'"
-68791.2184918,38058.6424563,"'Auxiliar Manufacturas Tecnicas, s.a. *Moli d'en Bisbe'"
-68791.2184918,38058.6424563,"'Manessmann Demag, s.a.'"
-68791.2184918,38058.6424563,"'Maquinaria para Plasticos Imvolca, s.l.'"
-68791.2184918,38058.6424563,"'Pla Manutencion, s.l.'"
-68791.2184918,38058.6424563,"'Maquinaria Usada, s.a.'"
-68791.2184918,38058.6424563,'Movint'
-68791.2184918,38058.6424563,"'Talleres Trias Sapera, s.l.'"
-68791.2184918,38058.6424563,"'Tecmo MCM, s.l.'"
-68791.2184918,38058.6424563,"'Automat Industrial, s.l.'"
-68791.2184918,38058.6424563,"'Afid, s.l.'"
-68791.2184918,38058.6424563,"'Riera Nadeu, s.a.'"
-68791.2184918,38058.6424563,"'Quimijoy, s.a.'"
-68791.2184918,38058.6424563,"'Automatismos para Quemadores, s.a.'"
-68791.2184918,38058.6424563,"'Manuli Hydraulics Ibérica - Bosado, s.l.'"
-68791.2184918,38058.6424563,"'Battenfeld Ibérica, s.a.'"
-68791.2184918,38058.6424563,"'Diapam Industrial, s.a.'"
-68791.2184918,38058.6424563,"'Ferromatik Milacron, s.a.'"
-68791.2184918,38058.6424563,"'Helmut Roegele, s.a.'"
-68791.2184918,38058.6424563,"'Motorman, s.a.'"
-68791.2184918,38058.6424563,"'Puntocash, s.a.'"
-68791.2184918,38058.6424563,"'F Navarro Aluminios, s.a.'"
-68791.2184918,38058.6424563,"'MYR 1, S.L.'"
-68791.2184918,38058.6424563,'Antonia Hernandez Jimenez'
-68791.2184918,38058.6424563,'Jesus Mohino Binefa'
-68791.2184918,38058.6424563,'Antonio Alonso Gracia'
8028.90842243,-2384.69800221,'Mercat d'Art Directe *Jardins de Campoamor'
9573.66630585,-181.571210712,'4U Móviles - Vodafone'
7496.81357098,-1571.23868351,'Vorwerk España *Teodor Masini'
-68791.2184918,38058.6424563,'Centre Comercial Gran Via 2'
11962.5601091,-735.439886945,'Oficina principal del Festival Internacional de Música Cantonigròs'
-68791.2184918,38058.6424563,'Alcampo *Sant Adrià'
11065.3789554,689.659923521,'Fira d'Artesans Plaça Sant Agustí Vell'
-68791.2184918,38058.6424563,'Botiga Ikea *Hospitalet de Llobregat'
-68791.2184918,38058.6424563,"'Lacrem, S.A.'"
3022.50836636,1938.08858965,"'Grupo Leche Pascual, S.A.'"
8174.26892097,919.969451157,'Art Montjuïc - Espai d'Art a l'Aire Lliure'
9742.81672824,612.455843214,'Mercat Obert del Raval'
10046.5633582,1127.72722492,"'Mostra de Pintors, Caricaturistes i Retratistes de les Rambles'"
-68791.2184918,38058.6424563,'Hipermercat Carrefour *Gran Via 2'
9964.01590074,-1769.6680527,'Kumon Institut d'Educació d'Espanya'
10225.2206354,-721.376872258,'Oficines Villeroy & Boch'
11818.7395058,171.242012386,'Mercat del Fort Pienc'
9865.95476445,-1712.89051415,"'Román y Asociados, S.A.'"
11643.2117782,-197.938236803,'Centre Comercial Gran Via'
11642.1832749,-1514.0421455,'Vorwerk España *Sant Antoni M Claret'
-68791.2184918,38058.6424563,'TMD Friction Holding Spain SL'
-68791.2184918,38058.6424563,"'Boll Filter España, s.l.'"
-68791.2184918,38058.6424563,'Puck Import s.l.'
-68791.2184918,38058.6424563,'International Machinery Group s.l.'
14897.9124166,-3116.98944089,'El Corte Inglés *Can Dragó'
11978.3642619,-254.647856816,'Cafès Novell'
-68791.2184918,38058.6424563,'Centre Comercial l'Ànec Blau'
10214.0198095,-1280.50994272,'Textil Textura *Oficines'
15349.6328002,-2553.44584205,'Mercat de Pintors de Sant Andreu'
-68791.2184918,38058.6424563,'La Llave de Oro'
10142.0677503,-532.141667464,'Botiga Teabla *Balmes'
4445.18811228,1337.86965139,'Consorci de la Zona Franca de Barcelona'
10884.9999806,-1082.87618241,"'Triodos Bank, Banc Sostenible'"
14928.6053431,1279.51464339,'Empresa Marcilla'
14928.6053431,1279.51464339,'Empresa Cruz Verde - Legrain'
10872.9586575,1520.84884542,'Fira d'Artesans Moll de Dipòsit'
-68791.2184918,38058.6424563,'Central Negocis Flequers i Pastissers s.l.'
-68791.2184918,38058.6424563,'ADT Seguretat'
16641.5247514,-5256.05637483,'Fira del Col·leccionisme de la Zona Nord'
10540.0004622,-1186.22245423,'GE Real Estate Iberia'
-68791.2184918,38058.6424563,'Huxley'
10237.864093,711.180392537,'Fira de Productes Tradicionals Catalans *Plaça del Pi'
8028.72534232,-2384.78675147,'Redwood Group Spain'
9918.92134686,-3179.92708825,'Fira de Brocanters *Plaça Frederic Soler'
8571.85240359,-3699.92116218,'Fira d'Embotits Artesanals *Plaça de Sarrià'
9768.41448951,-3586.74935854,'Fira Petit Artesà *Plaça Bonanova'
-68791.2184918,38058.6424563,'Centre Comercial Magic Badalona'
-68791.2184918,38058.6424563,'Centre Comercial Vilamarina - Viladecans'
6492.84858713,229.354982362,'Botiga Wala'
-68791.2184918,38058.6424563,'Centre Comercial Splau!'
16402.0880635,-2608.72462327,'Botiga FNAC *La Maquinista'
16402.0880635,-2608.72462327,'Leroy Merlin *CC La Maquinista'
8340.74376307,-173.934311209,'Botiga FNAC *Arenas de Barcelona'
8340.74376307,-173.934311209,'Centre Comercial Arenas de Barcelona'
7841.25744749,-2424.55397592,'Fujitsu ICL España S.A.'
-68791.2184918,38058.6424563,'Ali-Bey *Baricentro'
-68791.2184918,38058.6424563,'Ali-Bey *Baricentro'
-68791.2184918,38058.6424563,'Ali-Bey *Baricentro'
8767.89109621,-1493.2035002,'Fira de Brocanters *Josep Tarradellas'
8119.27939891,-2081.26419487,'Fira d'Artesans de la Terra *Plaça Concòrdia'
8028.90842243,-2384.69800221,'Mercat de Menjar Ecològic *Avinguda Diagonal'
8153.60804367,-2323.30883867,'Fira Espai d'Art  *Av Diagonal'
7853.94567854,-2065.11177543,'Fira de Menjar Artesanal  La Dama d'Or *Plaça Comas'
-68791.2184918,38058.6424563,'Viladecans The Style Outlets'
